monster	display_name	boss	level	health	mana	actions	draw	preferred_starting_cards	starting_equipment	rule_deck	generated_attack_slots	generated_attack_cards	final_deck	health_source
Priest	Priest	False	6	30	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,PrayerOfWrath,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless	12	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Salve,Salve,Heal,PrayerOfWrath,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Priest	Priest	False	7	40	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,PrayerOfWrath,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Salve,Salve,Heal,PrayerOfWrath,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Priest	Priest	False	8	55	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,CurseOfDoomPlayer,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus,PrayerOfSpeed,Extract	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	Salve,Salve,Heal,CurseOfDoomPlayer,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus,PrayerOfSpeed,Extract,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Priest	Priest	False	9	70	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,CurseOfDoomPlayer,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus,PrayerOfSpeed,Extract,PhoenixFeather,Mahamat,Inspiration	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Salve,Salve,Heal,CurseOfDoomPlayer,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus,PrayerOfSpeed,Extract,PhoenixFeather,Mahamat,Inspiration,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Priest	Priest	False	10	85	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,CurseOfDoomPlayer,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus,PrayerOfSpeed,Extract,PhoenixFeather,Mahamat,Inspiration,AbsorbVis	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Salve,Salve,Heal,CurseOfDoomPlayer,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Piety,Haste,Bless,Soulfire,CurseOfWeakness,Focus,PrayerOfSpeed,Extract,PhoenixFeather,Mahamat,Inspiration,AbsorbVis,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
RedDragon	Red Dragon	False	7	80	0	1	3	FlameBreath,DragonScales		DragonsClaw2,DragonsClaw2,DragonsClaw2,DragonsClaw2,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales,DragonScales,DragonsRoar	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	DragonsClaw2,DragonsClaw2,DragonsClaw2,DragonsClaw2,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales,DragonScales,DragonsRoar,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
RedDragon	Red Dragon	False	8	110	0	1	3	FlameBreath,DragonScales		DragonsClaw3,DragonsClaw3,DragonsClaw2,DragonsClaw2,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales,DragonScales,DragonsRoar	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	DragonsClaw3,DragonsClaw3,DragonsClaw2,DragonsClaw2,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales,DragonScales,DragonsRoar,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
RedDragon	Red Dragon	False	9	140	0	1	3	FlameBreath,DragonScales		DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales,DragonScales,DragonsRoar	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales,DragonScales,DragonsRoar,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
RedDragon	Red Dragon	False	10	170	0	1	3	FlameBreath,DragonScales		DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales2,DragonScales2,DragonsRoar,Meteor,Conflagration	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsClaw3,DragonsBite,DragonsBite,FlameBreath,FlameBreath,DragonScales2,DragonScales2,DragonsRoar,Meteor,Conflagration,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Revenant	Revenant	False	7	40	0	1	2			VampireBite2,VampireBite2,DrainLife,DrainLife	17	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	VampireBite2,VampireBite2,DrainLife,DrainLife,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Revenant	Revenant	False	8	55	0	1	2			VampireBite2,VampireBite2,DrainLife,DrainLife	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	VampireBite2,VampireBite2,DrainLife,DrainLife,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Revenant	Revenant	False	9	70	0	1	2			VampireBite2,VampireBite2,DrainLife,DrainLife	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	VampireBite2,VampireBite2,DrainLife,DrainLife,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Revenant	Revenant	False	10	85	0	1	2			VampireBite2,VampireBite2,DrainLife,DrainLife	19	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	VampireBite2,VampireBite2,DrainLife,DrainLife,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Siren	Siren	False	4	15	6	1	2	Beckon		Beckon,Beckon,Salve,Salve,Ward,Heal	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Beckon,Beckon,Salve,Salve,Ward,Heal,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Siren	Siren	False	5	20	6	1	2	Beckon		Beckon,Beckon,Salve,Salve,Ward,Heal	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Beckon,Beckon,Salve,Salve,Ward,Heal,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Siren	Siren	False	6	30	6	1	2	Beckon		Beckon,Beckon,Salve,Salve,Ward,Ward	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Beckon,Beckon,Salve,Salve,Ward,Ward,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Siren	Siren	False	7	40	6	1	2	Beckon		Beckon,Beckon,Salve,Salve,Ward,Ward,Bless	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Beckon,Beckon,Salve,Salve,Ward,Ward,Bless,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Skeleton	Skeleton	False	1	4	0	1	2	BoneShield2,BoneShield		BoneShield,BoneShield	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	BoneShield,BoneShield,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Skeleton	Skeleton	False	2	7	0	1	2	BoneShield2,BoneShield		BoneShield,BoneShield	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	BoneShield,BoneShield,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	HealthValue * health_mult
Skeleton	Skeleton	False	3	10	0	1	2	BoneShield2,BoneShield		BoneShield,BoneShield	16	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	BoneShield,BoneShield,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Skeleton	Skeleton	False	4	15	0	1	2	BoneShield2,BoneShield		BoneShield2,BoneShield2	16	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	BoneShield2,BoneShield2,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Sphinx	Sphinx	False	7	40	10	1	2	Teach,Teach,Penance		Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance	17	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult, then LevelUpDeck threshold delta
Sphinx	Sphinx	False	8	65	10	1	2	Teach,Teach,Penance		Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult, then LevelUpDeck threshold delta
Sphinx	Sphinx	False	9	80	10	1	2	Teach,Teach,Penance		Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult, then LevelUpDeck threshold delta
Sphinx	Sphinx	False	10	105	10	1	2	Teach,Teach,Penance		Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance	19	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Teach,Teach,Teach,Teach,ManaSurge,ManaSurge,Fireball,Fireball,Penance,Penance,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult, then LevelUpDeck threshold delta
StoneGolem	Stone Golem	False	4	22	0	1	2	Armor		Slam,Crush	14	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Slam,Crush,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
StoneGolem	Stone Golem	False	5	30	0	1	2	Armor		Slam,Crush	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Slam,Crush,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
StoneGolem	Stone Golem	False	6	45	0	1	2	Armor		Slam,Crush,Slam	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	Slam,Crush,Slam,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
StoneGolem	Stone Golem	False	7	60	0	1	2	Armor		Slam,Crush,Slam	19	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slam,Crush,Slam,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
StormGiant	Storm Giant	False	7	60	0	1	2		StormBlade,CelestialPlate	Slam,StormBlade,Resilience,Resilience,CelestialPlate	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slam,StormBlade,Resilience,Resilience,CelestialPlate,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
StormGiant	Storm Giant	False	8	82	0	1	2		StormBlade,CelestialPlate	Slam,StormBlade,Resilience,Resilience,CelestialPlate,LightningStrike	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Slam,StormBlade,Resilience,Resilience,CelestialPlate,LightningStrike,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
StormGiant	Storm Giant	False	9	105	0	1	2		StormBlade,CelestialPlate	Slam,StormBlade,Resilience,Resilience,CelestialPlate,LightningStrike,LightningStrike,Slam	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slam,StormBlade,Resilience,Resilience,CelestialPlate,LightningStrike,LightningStrike,Slam,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
StormGiant	Storm Giant	False	10	127	0	1	2		StormBlade,CelestialPlate	Slam,StormBlade,Resilience,Resilience,CelestialPlate,LightningStrike,LightningStrike,Slam,LightningStrike	20	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	Slam,StormBlade,Resilience,Resilience,CelestialPlate,LightningStrike,LightningStrike,Slam,LightningStrike,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Thief	Thief	False	1	4	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle	8	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Slice,Slice,Dice,Circle,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Thief	Thief	False	2	7	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab	8	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	Slice,Slice,Dice,Circle,Jab,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
Thief	Thief	False	3	10	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab	11	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Thief	Thief	False	4	15	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab	11	Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Thief	Thief	False	5	20	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Thief	Thief	False	6	30	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Thief	Thief	False	7	40	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Thief	Thief	False	8	55	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab,BootsOfSpeed,Expose,Circle,Hide	16	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab,BootsOfSpeed,Expose,Circle,Hide,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Thief	Thief	False	9	70	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab,BootsOfSpeed,Expose,Circle,Hide	16	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab,BootsOfSpeed,Expose,Circle,Hide,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Thief	Thief	False	10	85	0	2	2	Slice,Circle	CloakOfInvisibility,BootsOfSpeed	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab,BootsOfSpeed,Expose,Circle,Hide,Accelerate	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Slice,Slice,Dice,Circle,Jab,Jab,Backstab,Jab,Jab,Backstab,Circle,CloakOfInvisibility,Dice,Preparation,Backstab,BootsOfSpeed,Expose,Circle,Hide,Accelerate,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Titan	Titan	True	7	100	0	1	2		StormBlade,CelestialPlate	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Slam,Slam,Slam,StormBlade,StormBlade,Resilience,Resilience,Armor,LightningStrike,LightningStrike,CelestialPlate,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
